1024,large,ReadBufferedIOStream,611014830,55539
1024,large,ReadBufferedIOStream,612629980,55638
1024,large,ReadBufferedIOStream,614953707,55174
1024,large,ReadBufferedIOStream,614077671,56248
1024,large,ReadBufferedIOStream,614085396,55543
1024,large,ReadBufferedIOStream,614152880,55658
1024,large,ReadBufferedIOStream,611051895,55313
1024,large,ReadBufferedIOStream,619452495,55966
1024,large,ReadBufferedIOStream,619607069,55304
1024,large,ReadBufferedIOStream,616018501,55896
1024,large,ReadBufferedIOStream,612481410,55102
1024,large,ReadBufferedIOStream,614936207,55063
1024,large,ReadBufferedIOStream,617648359,55391
1024,large,ReadBufferedIOStream,614613854,55244
1024,large,ReadBufferedIOStream,612309401,55842
1024,large,ReadBufferedIOStream,617564518,55644
1024,large,ReadBufferedIOStream,616684395,56221
1024,large,ReadBufferedIOStream,619945589,55386
1024,large,ReadBufferedIOStream,615092557,55906
1024,large,ReadBufferedIOStream,618596431,55706
1024,large,ReadBufferedIOStream,619651440,55950
1024,large,ReadBufferedIOStream,616286573,55914
1024,large,ReadBufferedIOStream,616131368,55570
1024,large,ReadBufferedIOStream,612740511,55795
1024,large,ReadBufferedIOStream,616207990,55613
1024,large,ReadBufferedIOStream,618564649,55215
1024,large,ReadBufferedIOStream,612168206,55288
1024,large,ReadBufferedIOStream,614563553,55294
1024,large,ReadBufferedIOStream,613854474,55157
1024,large,ReadBufferedIOStream,613269214,55610
2048,large,ReadBufferedIOStream,562962013,51201
2048,large,ReadBufferedIOStream,563365772,51222
2048,large,ReadBufferedIOStream,567875326,51704
2048,large,ReadBufferedIOStream,563978477,51048
2048,large,ReadBufferedIOStream,562061380,51479
2048,large,ReadBufferedIOStream,564740908,51443
2048,large,ReadBufferedIOStream,564710560,51339
2048,large,ReadBufferedIOStream,563627831,51637
2048,large,ReadBufferedIOStream,569537666,51731
2048,large,ReadBufferedIOStream,573028928,52141
2048,large,ReadBufferedIOStream,565423530,51786
2048,large,ReadBufferedIOStream,562954556,51231
2048,large,ReadBufferedIOStream,561598544,51267
2048,large,ReadBufferedIOStream,561792865,51649
2048,large,ReadBufferedIOStream,565203594,51068
2048,large,ReadBufferedIOStream,561011201,51531
2048,large,ReadBufferedIOStream,566877920,51303
2048,large,ReadBufferedIOStream,563289703,51128
2048,large,ReadBufferedIOStream,573556881,52350
2048,large,ReadBufferedIOStream,567332761,51382
2048,large,ReadBufferedIOStream,568391858,51325
2048,large,ReadBufferedIOStream,561834424,51469
2048,large,ReadBufferedIOStream,564490132,51931
2048,large,ReadBufferedIOStream,568640756,52017
2048,large,ReadBufferedIOStream,564430532,51617
2048,large,ReadBufferedIOStream,562483543,51038
2048,large,ReadBufferedIOStream,563417936,51850
2048,large,ReadBufferedIOStream,566053631,51609
2048,large,ReadBufferedIOStream,565810253,51931
2048,large,ReadBufferedIOStream,561810421,51316
4096,large,ReadBufferedIOStream,556122712,50900
4096,large,ReadBufferedIOStream,552473031,50371
4096,large,ReadBufferedIOStream,547501939,50811
4096,large,ReadBufferedIOStream,554207026,50395
4096,large,ReadBufferedIOStream,551948403,50216
4096,large,ReadBufferedIOStream,556133372,50734
4096,large,ReadBufferedIOStream,555365766,50190
4096,large,ReadBufferedIOStream,555294721,50082
4096,large,ReadBufferedIOStream,554538963,50873
4096,large,ReadBufferedIOStream,551263802,50204
4096,large,ReadBufferedIOStream,545837795,50370
4096,large,ReadBufferedIOStream,553284873,50153
4096,large,ReadBufferedIOStream,559561015,50831
4096,large,ReadBufferedIOStream,554583279,50459
4096,large,ReadBufferedIOStream,552793682,50428
4096,large,ReadBufferedIOStream,559102646,50252
4096,large,ReadBufferedIOStream,553016643,50857
4096,large,ReadBufferedIOStream,541530627,50524
4096,large,ReadBufferedIOStream,547525393,50004
4096,large,ReadBufferedIOStream,554344711,50201
4096,large,ReadBufferedIOStream,553340930,50013
4096,large,ReadBufferedIOStream,556872046,50818
4096,large,ReadBufferedIOStream,551525750,50283
4096,large,ReadBufferedIOStream,558320822,50557
4096,large,ReadBufferedIOStream,541153838,50918
4096,large,ReadBufferedIOStream,541727471,50326
4096,large,ReadBufferedIOStream,559595690,50217
4096,large,ReadBufferedIOStream,556429091,50104
4096,large,ReadBufferedIOStream,558961761,50466
4096,large,ReadBufferedIOStream,554927641,50871
8192,large,ReadBufferedIOStream,530084493,48406
8192,large,ReadBufferedIOStream,536914682,48874
8192,large,ReadBufferedIOStream,536369705,49229
8192,large,ReadBufferedIOStream,535837421,49108
8192,large,ReadBufferedIOStream,533188048,48413
8192,large,ReadBufferedIOStream,532702998,48553
8192,large,ReadBufferedIOStream,534171044,48833
8192,large,ReadBufferedIOStream,539781516,49245
8192,large,ReadBufferedIOStream,541964639,48879
8192,large,ReadBufferedIOStream,535212076,48751
8192,large,ReadBufferedIOStream,531308032,48042
8192,large,ReadBufferedIOStream,533634319,48605
8192,large,ReadBufferedIOStream,534942367,49239
8192,large,ReadBufferedIOStream,539366258,48572
8192,large,ReadBufferedIOStream,533524586,49402
8192,large,ReadBufferedIOStream,535823017,48652
8192,large,ReadBufferedIOStream,545041020,49224
8192,large,ReadBufferedIOStream,541634882,48838
8192,large,ReadBufferedIOStream,535123146,48908
8192,large,ReadBufferedIOStream,535589098,48525
8192,large,ReadBufferedIOStream,533741688,48582
8192,large,ReadBufferedIOStream,537561211,49166
8192,large,ReadBufferedIOStream,538794312,48946
8192,large,ReadBufferedIOStream,538615242,48778
8192,large,ReadBufferedIOStream,532304171,48906
8192,large,ReadBufferedIOStream,538210604,48490
8192,large,ReadBufferedIOStream,537312349,49123
8192,large,ReadBufferedIOStream,535128058,48901
8192,large,ReadBufferedIOStream,531955678,48425
8192,large,ReadBufferedIOStream,534321648,48516
16384,large,ReadBufferedIOStream,556231684,49980
16384,large,ReadBufferedIOStream,558736101,49829
16384,large,ReadBufferedIOStream,553844039,49979
16384,large,ReadBufferedIOStream,542809951,49641
16384,large,ReadBufferedIOStream,552729969,49885
16384,large,ReadBufferedIOStream,552291023,50302
16384,large,ReadBufferedIOStream,554058964,49948
16384,large,ReadBufferedIOStream,556443202,49237
16384,large,ReadBufferedIOStream,552528271,49491
16384,large,ReadBufferedIOStream,557277005,49356
16384,large,ReadBufferedIOStream,555826421,50142
16384,large,ReadBufferedIOStream,558841127,49273
16384,large,ReadBufferedIOStream,553714276,49519
16384,large,ReadBufferedIOStream,556494087,49658
16384,large,ReadBufferedIOStream,558354374,49744
16384,large,ReadBufferedIOStream,549552609,49771
16384,large,ReadBufferedIOStream,551271965,49636
16384,large,ReadBufferedIOStream,553752308,49518
16384,large,ReadBufferedIOStream,551919432,49607
16384,large,ReadBufferedIOStream,553764083,50219
16384,large,ReadBufferedIOStream,552122488,49751
16384,large,ReadBufferedIOStream,554333102,49282
16384,large,ReadBufferedIOStream,559697604,49470
16384,large,ReadBufferedIOStream,559532874,49633
16384,large,ReadBufferedIOStream,559745953,49367
16384,large,ReadBufferedIOStream,559980831,49213
16384,large,ReadBufferedIOStream,553868152,49498
16384,large,ReadBufferedIOStream,554217690,50119
16384,large,ReadBufferedIOStream,552082461,49222
16384,large,ReadBufferedIOStream,556388604,49321
131072,large,ReadBufferedIOStream,556298245,50936
131072,large,ReadBufferedIOStream,558720119,50441
131072,large,ReadBufferedIOStream,559524258,50593
131072,large,ReadBufferedIOStream,558514646,50168
131072,large,ReadBufferedIOStream,555477957,50622
131072,large,ReadBufferedIOStream,562235186,50904
131072,large,ReadBufferedIOStream,557260293,50484
131072,large,ReadBufferedIOStream,560595001,50604
131072,large,ReadBufferedIOStream,552300771,49741
131072,large,ReadBufferedIOStream,557560340,50190
131072,large,ReadBufferedIOStream,558354382,50608
131072,large,ReadBufferedIOStream,558072718,50912
131072,large,ReadBufferedIOStream,562971091,50309
131072,large,ReadBufferedIOStream,557976065,50769
131072,large,ReadBufferedIOStream,557069799,50563
131072,large,ReadBufferedIOStream,564008810,50549
131072,large,ReadBufferedIOStream,561401680,50154
131072,large,ReadBufferedIOStream,555071212,50843
131072,large,ReadBufferedIOStream,561647107,50750
131072,large,ReadBufferedIOStream,559238607,50658
131072,large,ReadBufferedIOStream,561002880,50213
131072,large,ReadBufferedIOStream,554152267,50499
131072,large,ReadBufferedIOStream,554045762,49875
131072,large,ReadBufferedIOStream,561633521,50956
131072,large,ReadBufferedIOStream,554652231,50691
131072,large,ReadBufferedIOStream,558113301,50573
131072,large,ReadBufferedIOStream,563707587,50714
131072,large,ReadBufferedIOStream,561928536,50811
131072,large,ReadBufferedIOStream,554588508,49214
131072,large,ReadBufferedIOStream,563943910,49640
1048576,large,ReadBufferedIOStream,606237065,59841
1048576,large,ReadBufferedIOStream,607268191,59371
1048576,large,ReadBufferedIOStream,602924524,59257
1048576,large,ReadBufferedIOStream,602076551,59646
1048576,large,ReadBufferedIOStream,593694524,59371
1048576,large,ReadBufferedIOStream,593317466,59360
1048576,large,ReadBufferedIOStream,604867429,59213
1048576,large,ReadBufferedIOStream,608399755,59267
1048576,large,ReadBufferedIOStream,599901620,59629
1048576,large,ReadBufferedIOStream,601372900,59516
1048576,large,ReadBufferedIOStream,601208209,59836
1048576,large,ReadBufferedIOStream,606729118,59097
1048576,large,ReadBufferedIOStream,605617346,59402
1048576,large,ReadBufferedIOStream,605689001,59628
1048576,large,ReadBufferedIOStream,607284105,59173
1048576,large,ReadBufferedIOStream,607340009,59323
1048576,large,ReadBufferedIOStream,599023111,59532
1048576,large,ReadBufferedIOStream,598102521,59796
1048576,large,ReadBufferedIOStream,598115826,59819
1048576,large,ReadBufferedIOStream,605096117,59480
1048576,large,ReadBufferedIOStream,607065755,59431
1048576,large,ReadBufferedIOStream,606051976,59634
1048576,large,ReadBufferedIOStream,608569911,59708
1048576,large,ReadBufferedIOStream,607438591,59713
1048576,large,ReadBufferedIOStream,607477850,59322
1048576,large,ReadBufferedIOStream,595256411,59188
1048576,large,ReadBufferedIOStream,603489666,59443
1048576,large,ReadBufferedIOStream,605266513,59559
1048576,large,ReadBufferedIOStream,606578854,59197
1048576,large,ReadBufferedIOStream,606949439,59015


